,Clickbaits,bait
855,2008 Taipei Game Show review: Variations differ from past years,0
857,Six dead after shooting spree in Belgorod,0
859,Earthquake shakes Athens,0
861,Media reports exaggerate cell phone cancer risk,0
863,Civil War Site Coming Back After Storms,0
864,Brazil Expands Investment in Offshore Drilling Projects,0
865,Twin car bomb kills 20 in Iraq,0
867,"Netanyahu Backs Palestinian State, With Caveats",0
868,U.S. and China in trade dispute,0
870,Years of International Herald Tribune Articles Disappear,0
871,Israeli shelling on UN school on the Gaza Strip kills six,0
873,China to launch second space mission in October,0
875,Russian Uranium Sale to U.S. Is Planned,0
876,Bomb Blast Kills Tourist in Cairo,0
877,US air carrier Spirit Airlines announces $45 carry-on baggage fee,0
879,Long-Lost Lincoln Letter Is Returned to Archives,0
880,UN 'optimistic' on tsunami aid effort,0
882,Tech Mahindra Wins Bid to Control Satyam,0
883,US trade deficit soars to new high of US$61.04 billion,0
885,"Katharine Close, 13, wins Scripps National Spelling Bee",0
887,Israelis Cede More Control of West Bank Security,0
888,Public Pension Managers Rethink Hedge Fund Ties,0
889,Anglo American Rejects Merger Bid by Mining Rival,0
890,"Before Kentucky Derby History Along the Rail, a Partnership Began in a Bar",0
891,CanadaVOTES: CHP candidate Pastor George D. Campbell running in Dartmouth—Cole Harbour,0
893,New Jersey jury clears man of five murders over 1978 teens' disappearance,0
895,British oceanliner QE2 makes final journey home,0
897,US congresswoman Gabrielle Giffords shot at Arizona supermarket,0
899,"If Automakers Shed Pensions, Others May Follow",0
900,"After Megamerger with Wyeth, Pfizer Gets to Work",0
901,Gates pledges $600 million for Global Plan to Stop Tuberculosis,0
903,Recession Drains Social Security and Medicare,0
904,Former WWE superstar Jeff Hardy arrested on major drug charges,0
906,Pirates capture Saudi oil tanker,0
908,Ex-Lehman Trader Guilty of Fraud Charges,0
909,Record Deliveries Help Airbus Parent Post Profit,0
910,Recall in Kansas City Fails,0
911,Drug Tie Seen to Protests in Mexico,0
912,Mesmerizing Barcelona Beat Manchester United With Style in Champions League Final,0
913,Suicide Bomber Kills 30 in Baghdad Pilgrimage Attack,0
914,Pakistan's intelligence agency said to support Taliban,0
916,Discovery docks with International Space Station,0
918,Filesharing software distributor LimeWire ordered to close by court,0
920,Avalanche in Canadian Rocky Mountains kills two,0
922,Paramilitary group calls for end to rioting in Northern Ireland,0
924,North Korea Is Said to Test-Fire 3 More Missiles,0
925,45 killed after Yemen protesters fired upon,0
927,New Zealand Music Month kicks off for 2008,0
929,England's Football Association complains over missed goal,0
931,Astronomers discover large exo-solar system,0
933,Edmonton prison conflict wounds eight,0
935,"Synthes, Medical Device Maker, Accused of Improper Marketing",0
936,No-confidence vote initiated against Romanian cabinet,0
938,Wimbledon Officials receive criticism from animal rights group after shooting birds,0
940,Bombing in Iraq kills US Marines and civilians,0
942,"Flash floods kill over a hundred in India, 500 missing",0
944,Suicide bombers kills 31 in Pakistan,0
946,Venture Capital Investment Sinks to Lows Not Seen Since 1997,0
947,Australia's million-dollar-a-month Nauru detention centre for two refugees,0
949,"Outlook for Luxury Goods Grim, One Maker Says",0
950,Tropical Storm Irene passes over New York,0
952,Plane crash in Congo kills at least 70,0
954,American Alpine ski racer James Heuga dies at age 66,0
956,Violence in Iran increases,0
958,Maryland Strikes a Blow for the A.C.C.,0
959,England and Wales Director of Public Prosecutions to seek bomb plot retrial,0
961,Controversial Brazilian dam gets preliminary approval,0
963,Leipheimer Can Only Watch as Astana Teammates Move On,0
964,"Knicks Need a Point Guard, but Picking Eighth, Who Knows?",0
965,Amy Winehouse wax model unveiled,0
967,"As Workers Die at Work in Italy, a Call for Change",0
968,High-Flying Dwight Howard Rattles the Cavaliers,0
969,N. Carolina Routs Virginia; Next: Top-Ranked Connecticut,0
970,Knicks May Lose Gallinari for Season,0
971,Data Shows Deepening of Slump in Europe,0
972,U.S. Soldier Kills 5 of His Comrades in Iraq,0
973,Two more found guilty in 1993 Mumbai blasts case,0
975,TV Land Tries to Spice Things Up With Reality Show,0
976,Zimbabwe prepares for election,0
978,KJ Noons stripped of EliteXC Lightweight Title,0
980,Posted deadlines for Christmas delivery,0
982,New report details strain on US Army,0
984,China's economy surpasses Japan's in second quarter,0
986,"FBI recruits for ""War on Porn""",0
988,Somali pirates agree to release Egyptian ship with fertiliser cargo and 28 crew,0
990,"Lordi horror movie receives 300,000 euros of Finnish government funding",0
992,Generic Tamiflu in India,0
994,"Report: 50,000 American casualties in Iraq",0
996,Colorado counties consider forming new U.S. state,0
998,Lebanese-Syrian meetings reach full withdrawal accord,0
1000,Saudi Arabia resumes livestock trade with Somalia,0
1002,"UEFA Champions League: April 2, 2008",0
1004,Cuomo Wins Ruling to Name Merrill Bonus Recipients,0
1005,IPCC claims about Himalayan glaciers were not based on science,0
1007,Wagoner Retains His Optimism as He Bows Out,0
1008,Albany Bars Placement Agents for Pension Fund,0
1009,World's first double arm transplant undertaken in Munich,0
1011,Pennsylvania cop on trial for allegedly murdering girlfriend's estranged husband,0
1013,"Wikinews interviews Juana Bustamante, Chilean earthquake survivor from Paniahue",0
1015,Tensions rise between North Korea and United States,0
1017,Ants Adjust Foraging So the Colony Eats Right,0
1018,Mountaineers 'Climb Up' for AIDS funding,0
1020,New insulin-resistance discovery may help diabetes sufferers,0
1022,Louisiana officials accused of blocking rescue volunteers,0
1024,"Wales win Grand Slam, RBS Six Nations and the Triple Crown",0
1026,"Banks Have Raised Billions Since Test, Geithner Says",0
1027,Allotting of Iraqi Oil Rights May Stoke Hostility,0
1028,Keeping Pitchers Under Thumb at World Baseball Classic,0
1029,ITMS Canada launched,0
1031,Adding Up the Toll of a Longer Season,0
1032,"Bristol Harbour Festival 2008 lauched, 200 thousand expected to attend",0
1034,"NASCAR: Edwards wins O'Reilly Auto Parts Challenge, Brad Keselowski clinches Nationwide Series",0
1036,Doping Rules Vague About New Medical Procedure,0
1037,Two-minute silence for London bombings marked across the EU,0
1039,"Kosovo Ex-Premier, Agim Ceku, Is Arrested in War Crimes Case",0
1040,Pressure mounts against Florida church plans to burn Qur'an,0
1042,Oil prices fall as reserves are released,0
1044,Coca-Cola Considers Buying Back Shares,0
1045,Obama expands Bush's faith-based initiatives,0
1047,Bank of America Sells Stake in Chinese Bank,0
1048,S. Korean President Reshuffles Cabinet,0
1049,"Run the Refinancing Numbers, Then Run Them Again",0
1050,Lucas Glover Wins U.S. Open With Unlikely Poise,0
1051,Where Old Airplanes Go to Die,0
1052,Former Taiwanese president jailed for life on corruption charges,0
1054,Australia Ends Ban on Shorting Financial Stocks,0
1055,Aging of Water Mains Is Becoming Hard to Ignore,0
1056,"For Coaches, Recruiting Top Players Can Have a Dark Side",0
1057,"Washington, D.C. sniper John Allen Muhammad executed by lethal injection",0
1059,Italy urges pilgrims to avoid Rome city centre for Pope funeral,0
1061,"1,100 evacuated due to massive Halifax brush fire",0
1063,Fires at Baxter Immigration Detention Centre in South Australia,0
1065,US President Bush meets with Canadian and Mexican leaders,0
1067,Use of Web Tracking Tool Raises Privacy Issue in Britain,0
1068,Canadian light aircraft stolen; Wisconsin State Capitol evacuated,0
1070,Jet Goes Down in Indian Ocean With 153 Aboard,0
1071,Seven Moroccans killed in bus crash in central France,0
1073,45 Centrist Democrats Protest Secrecy of Health Care Talks,0
1074,Deer and other animals found dead at Ball State University,0
1076,West Virginia Upsets No. 12 Georgetown,0
1077,World’s largest ice 'Father Christmas' built in China,0
1079,Australia announces plans to close five mainland refugee detention centres,0
1081,BBC reporters arrested in Iran on suspicion of espionage,0
1083,Capitals Return to Peak Form,0
1084,"As Detroit Struggles, Foundations Shift Mission",0
1085,Study Looks at Mortality in Post-Soviet Era,0
1086,Gallup poll: Islamophobia prevalent in United States,0
1088,Takeover of Belgian Bank Ignites Anger at Meeting,0
1089,Canada and Newsweek Seek Release of Reporter Detained in Iran,0
1090,Officer dies after accident in President Bush's motorcade,0
1092,Plan to Kill Lions to Protect Deer,0
1093,Rachel Alexandra to Face Colts In Haskell,0
1094,German Football: Lahm signs contract with Bayern Munich until 2012,0
1096,Australian state of Queensland will go to the polls on March 21,0
1098,Churches and Envoy Attacked in Iraq,0
1099,"Ninth World Games open in Santiago de Cali, Colombia",0
1101,Canadian military accused of Agent Orange cover up,0
1103,San Francisco's Green Party endorses Cindy Sheehan in bid against Speaker Pelosi,0
1105,Obama Tries Out His Dexterity in the World Cup,0
1106,Senate Scraps Automatic Raise,0
1107,"Fremantle defeat Sydney, qualify for 2013 Australian Football League Grand Final",0
1109,Public health officials advise on rising flu levels in Texas 2013/2014 season,0
1111,"For Some in Crowd, a Day of Cold and Confusion",0
1112,Police: Austrian children kept in dungeon were in 'oppressive' conditions,0
1114,NASCAR: Tony Stewart wins 2010 Pepsi Max 400,0
1116,"In Moscow, an Attempt to Wed Pushes Gay Rights",0
1117,HIV-positive man receives 35 years for spitting on Dallas police officer,0
1119,Large Hadron Collider reaches milestone,0
1121,World-record wind speed confirmed,0
1123,American-born terrorist gets 24 years,0
1125,Investigation launched after two military aircraft nearly collide with passenger airliner,0
1127,Republicans Press Judge About Bias,0
1128,Vanessa Hudgens publicist makes apology about nude photo incident,0
1130,U.S. Begins Third Effort to Convict 6 in Terror Case,0
1131,Vodafone buys Connex and Oskar,0
1133,Cellphone Abilities That Go Untapped,0
1134,Religious broadcaster Pat Robertson warns Pennsylvania town of disaster,0
1136,Regulators Zero in on Risks of Airbus Sensors,0
1137,International controversy over UN declaration to stop anti-homosexuality legislation,0
1139,"Wikipedia and sister projects prepare new, easier interface",0
1141,British Newspaper Says It Caught Lords Offering to Lobby for a Fee,0
1142,Crude oil prices reach one-year high,0
1144,African refugees allege forced labour by Turkish police,0
1146,U.S. House vote forced on immediate pullout of troops in Iraq,0
1148,Connecticut becomes third U.S. state to allow same-sex civil unions,0
1150,Scientists confirm new superheavy element,0
1152,Bush addresses nation on economic crisis; Congress debates bailout,0
1154,"Fear and loathing on the campaign trail, October 2008",0
1156,"Jenson Button wins 2009 Australian Grand Prix, Brawn teammate comes second",0
1158,Fourteen dead in two attacks in Somalia,0
1160,Relations Warms Between Russian Orthodox Church and Vatican,0
1161,Saddam Hussein admits to requesting trials,0
1163,Tornadoes rampage through Mississippi,0
1165,Business Graduates Looking Beyond Wall Street,0
1166,New drawing by Leonardo Da Vinci found,0
1168,Publishers seek injunction against Google Print,0
1170,Turbulence on Northwest Airlines flight injures 47,0
1172,Bomb threat delayed an Air France flight to Paris days before Flight 447 crashed,0
1174,"Man calls for seizure of Justice Souter home, under eminent domain ruling",0
1176,Obama renominates Bernanke as US central banker,0
1178,A Promise to Be Ethical in an Era of Immorality,0
1179,"Europe hit by storms, 45 deaths reported",0
1181,FDA report criticizes conditions in factory that produced recalled medications,0
1183,BSkyB director joins Setanta,0
1185,"Massa wins 2006 Brazilian Grand Prix, Alonso and Renault win championships",0
1187,British music royalties suffer first ever decrease,0
1189,"Wounded, and Stories of Loss, Fill a Hospital",0
1190,Deadly quake hits southwestern Pakistan,0
1192,Australian Senate Committee recommends formation of Charities Commission,0
1194,Subject of high-profile Italian euthanasia case dies,0
1196,US healthcare bill passes Senate vote,0
1198,Medvedev Visits Newspaper of Slain Journalists,0
1199,New Zealand Takes a Pause in Cutting Rates,0
1200,IMF approves US$1.13 billion loan to Pakistan,0
1202,Obama Urged to Move Swiftly to Rescue Banks,0
1203,Michael Jackson doctor charged with involuntary manslaughter,0
1205,"Ryanair threaten legal action after documentary on fuel policy, safety",0
1207,Chinese Question Police Absence in Ethnic Riots,0
1208,Joseph Kabila declared winner of Congo Presidential election,0
1210,Death toll up to six in Minneapolis bridge collapse,0
1212,"2007 World Deaf Swimming Championships Day 3: ""Bad weather"" and ""New Record Day of Belarus""",0
1214,Seattle homeless advocates arrested for blocking intersection,0
1216,Two-year-old punished in dryer,0
1218,First casualty of French riots reported,0
1220,France Announces $8.5 Billion Plan to Help Struggling Auto Industry,0
1221,11 MPs ejected from Australian parliament,0
1223,Minorities Report Discrimination in E.U. Survey,0
